ORDER_ID,PURCHASE_TS,SHIP_TS,DELIVERY_TS,REFUND_TS
8fd011b9dc515160,2019/10/26,2019/10/30,2019/11/13,
8fd04506a0d95200,2020/5/16,2020/5/20,2020/6/3,
8fd580fc9dd97684,2019/8/6,2019/8/11,2019/8/22,
8fd804ab22a33163,2020/7/14,2020/7/17,2020/7/21,
8fd804ab22a33164,2020/7/14,2020/7/17,2020/7/22,
8fdd128df6627657,2019/9/26,2019/9/30,2019/10/7,2021/11/8
8fdd5fbc18680495,2020/4/16,2020/4/18,2020/5/1,2022/5/22
8fdf6ab6fd488792,2020/4/17,2020/4/19,2020/4/30,
8fe275666d326709,2019/2/25,2019/3/1,2019/3/10,
8fe7c31cbff52157,2019/6/20,2019/6/24,2019/7/5,
8fe8fd200c932517,2019/2/5,2019/2/9,2019/2/15,
8feb3b13d1516755,2019/3/12,2019/3/14,2019/3/17,
8fed5e4897920648,2020/10/22,2020/10/24,2020/11/6,
8ff503de5b429702,2019/7/11,2019/7/13,2019/7/19,
8ff7cb8354725327,2020/10/31,2020/11/4,2020/11/9,2023/9/6
8ff8c7bffda69329,2020/5/4,2020/5/9,2020/5/18,
9.593358E+29012862,2020/5/30,2020/6/2,2020/6/13,
90055e75a2793496,2019/4/6,2019/4/9,2019/4/21,
9005f36a861106657,2020/7/17,2020/7/21,2020/7/27,
90096d5b6eb12152,2019/9/20,2019/9/23,2019/10/1,
900ca1f2c8a53309,2019/4/20,2019/4/23,2019/4/29,
900e281d78464436,2019/3/8,2019/3/10,2019/3/17,
9018e60d2ad61279,2020/11/13,2020/11/14,2020/11/27,
9019fcb7be642980,2020/3/28,2020/4/1,2020/4/7,
901a267ce5684289,2020/5/31,2020/6/4,2020/6/18,
90208b219c412188,2019/8/17,2019/8/19,2019/8/26,
9021a78c6061926,2020/5/27,2020/5/31,2020/6/4,
902294dd7ad71798,2020/10/25,2020/10/26,2020/11/1,2022/9/3
9023c31fb563295,2020/6/11,2020/6/12,2020/6/22,
903427a2e28104017,2019/3/18,2019/3/23,2019/3/31,
9038bc0e1ac51674,2020/10/14,2020/10/15,2020/10/18,
904311d852e60911,2020/9/20,2020/9/25,2020/10/2,
904348b784927362,2019/10/14,2019/10/17,2019/10/21,
90459d7668453548,2019/8/30,2019/9/1,2019/9/8,
904ab1cbc5757271,2020/4/15,2020/4/20,2020/4/27,2022/3/31
904e07888e639405,2020/4/9,2020/4/10,2020/4/15,
904f8ec3b4146963,2020/3/4,2020/3/7,2020/3/21,
904f92920a516643,2020/4/3,2020/4/6,2020/4/17,
90503e4571f33269,2019/7/25,2019/7/29,2019/8/12,
905bb39ed4c53189,2020/3/17,2020/3/21,2020/4/3,
905c38de67599383,2019/8/29,2019/9/2,2019/9/7,
9065230f16894534,2020/8/14,2020/8/15,2020/8/23,
90686af0b1069906,2020/3/6,2020/3/10,2020/3/20,
90708fbbc6429215,2020/11/29,2020/12/2,2020/12/12,
9076abe1ed017227,2020/2/14,2020/2/18,2020/2/22,
9078ab5a27244042,2019/6/18,2019/6/23,2019/7/3,
907d25d8abe49681,2019/11/4,2019/11/5,2019/11/14,
907deb272ec15789,2020/10/11,2020/10/13,2020/10/20,2022/9/22
907ff1c10f734211,2020/12/24,2020/12/27,2021/1/3,
9080e60fb3842157,2020/3/23,2020/3/25,2020/3/29,
9085019caea37626,2020/5/3,2020/5/7,2020/5/15,
9085dc87a8e49450,2019/12/10,2019/12/14,2019/12/21,
908922b45d051696,2020/8/27,2020/8/31,2020/9/9,
908b6679585103661,2019/12/16,2019/12/19,2019/12/24,
908b830bd6089778,2020/11/27,2020/12/2,2020/12/8,
90911f1ebc620483,2020/2/14,2020/2/15,2020/2/27,
90981c9212b82239,2019/1/2,2019/1/5,2019/1/15,
909a071e55c45637,2020/9/8,2020/9/13,2020/9/22,
909a071e55c45638,2020/9/8,2020/9/11,2020/9/19,
909f946037d61901,2020/3/5,2020/3/6,2020/3/12,
90a01f3092f2872,2020/10/3,2020/10/4,2020/10/18,
90b12a2c06e162,2019/4/2,2019/4/5,2019/4/16,
90b1520bdd9103494,2019/1/8,2019/1/12,2019/1/23,
90b2dd9611f14419,2020/9/15,2020/9/16,2020/9/23,2022/12/3
90b2dd9611f14420,2020/9/15,2020/9/20,2020/9/30,2022/12/3
90b333e9b1d42170,2020/3/9,2020/3/13,2020/3/20,
90bb454c12913938,2020/7/13,2020/7/15,2020/7/26,
90c0d8978ce87710,2020/8/23,2020/8/28,2020/9/5,
90c1136f4ea26365,2019/11/21,2019/11/22,2019/12/4,
90c762fc8d299455,2020/6/29,2020/7/1,2020/7/12,
90ce0c7d79992570,2020/9/6,2020/9/10,2020/9/13,2022/12/2
90d4ade17d868425,2019/5/20,2019/5/24,2019/5/27,
90d593f7348103679,2020/3/23,2020/3/26,2020/4/9,
90d5fadc46f24003,2020/9/13,2020/9/15,2020/9/18,
90d7427950147557,2020/9/10,2020/9/13,2020/9/19,2024/9/28
90d77efca1157815,2020/12/19,2020/12/24,2020/12/29,
90d77efca1157816,2020/12/19,2020/12/22,2021/1/3,
90ea5e4430d76704,2020/12/12,2020/12/15,2020/12/27,
90f1c244f82831,2020/7/6,2020/7/10,2020/7/24,
90f5d67422479597,2020/9/4,2020/9/7,2020/9/12,2025/7/30
90f8a32d65281583,2020/10/30,2020/11/4,2020/11/14,2023/6/7
90fa393173834676,2020/6/26,2020/6/30,2020/7/3,
90fc90dafff82620,2020/1/20,2020/1/22,2020/1/27,
90ffda695c812902,2019/7/17,2019/7/19,2019/7/29,
910078a38ca54314,2020/6/28,2020/7/3,2020/7/13,
9101f2cacd198231,2019/8/19,2019/8/22,2019/8/26,2021/10/8
91049c189123946,2019/11/7,2019/11/10,2019/11/19,
910ab3ae35955810,2020/7/5,2020/7/7,2020/7/16,2022/6/1
910c35725f256995,2019/1/15,2019/1/18,2019/1/24,
9114ab3f5a19463,2019/12/27,2019/12/30,2020/1/5,
9116eaf7c8157156,2019/12/18,2019/12/19,2019/12/26,
911b4bfd77841791,2020/6/5,2020/6/10,2020/6/13,
911e5a9f8ca12713,2019/10/22,2019/10/27,2019/11/2,
912203450a010329,2020/11/13,2020/11/15,2020/11/18,
912ff9eccf656821,2020/11/29,2020/12/3,2020/12/8,
913481283be51381,2020/5/27,2020/5/30,2020/6/2,
913d54a7e5a52573,2019/11/6,2019/11/7,2019/11/12,
9146b187ab434848,2020/3/31,2020/4/4,2020/4/13,
9147280cd0765560,2019/7/24,2019/7/27,2019/8/9,
9147280cd0765561,2019/7/24,2019/7/25,2019/7/28,
9.15E+15,2020/9/4,2020/9/9,2020/9/17,
914b2c9107322153,2020/12/21,2020/12/26,2021/1/2,2022/6/16
914ee42b2ba64147,2020/3/30,2020/4/4,2020/4/10,
914f7ec7bcb52819,2020/12/15,2020/12/17,2020/12/28,
914f7ec7bcb52820,2020/12/15,2020/12/16,2020/12/19,
91502af182926230,2020/7/22,2020/7/23,2020/7/30,
9152e739f659415,2020/5/18,2020/5/23,2020/5/30,
915471ae67225924,2020/12/1,2020/12/6,2020/12/20,2023/11/1
91551b00ca237898,2019/3/1,2019/3/5,2019/3/17,
915a9e1844a102242,2020/5/30,2020/5/31,2020/6/14,2022/7/7
915b13e876746968,2020/6/1,2020/6/2,2020/6/7,
9163a86c5bc86397,2020/11/29,2020/12/3,2020/12/13,
9168120c3f642347,2020/6/8,2020/6/11,2020/6/17,2022/7/23
9169e197ea635986,2019/5/24,2019/5/29,2019/6/3,
916ba47490484755,2019/3/26,2019/3/29,2019/4/3,
9174ce3351694298,2020/1/27,2020/1/28,2020/2/10,
9184ae9a0c196555,2019/9/3,2019/9/6,2019/9/9,
9186e9b19c18582,2019/7/17,2019/7/18,2019/7/24,
91881371a9029417,2020/5/14,2020/5/16,2020/5/28,
919620ecd9c65400,2019/6/23,2019/6/27,2019/7/1,
919d260926130686,2019/6/4,2019/6/6,2019/6/16,
91a1123983890124,2020/5/8,2020/5/10,2020/5/17,
91a1b5a6e0431662,2020/4/20,2020/4/22,2020/4/30,
91a8c66384b57947,2020/6/29,2020/7/2,2020/7/6,
91ac9f734b261993,2020/1/22,2020/1/23,2020/2/1,
91aefa00f3813974,2019/1/31,2019/2/4,2019/2/12,
91af95bc74b65221,2019/7/17,2019/7/20,2019/7/31,
91afd8c36cd5906,2019/8/30,2019/9/3,2019/9/11,
91b3c366cfe79996,2020/5/14,2020/5/15,2020/5/27,
91b42ace3f454241,2019/12/6,2019/12/10,2019/12/15,
91b55083f7977491,2020/5/23,2020/5/25,2020/6/3,
91b639e9c59104091,2020/10/11,2020/10/15,2020/10/27,
91b76e4cb4222784,2019/12/18,2019/12/20,2019/12/31,
91ba7cb057a51735,2019/4/3,2019/4/5,2019/4/8,
91bb276c4d277391,2020/5/10,2020/5/11,2020/5/18,
91c6348135a2986,2019/9/2,2019/9/7,2019/9/12,
91cdf0062b49037,2020/6/14,2020/6/19,2020/6/23,
91d4e427d5b26901,2020/2/22,2020/2/25,2020/2/29,
91d76db22b892281,2020/7/12,2020/7/14,2020/7/28,
91dd27c30ec86285,2020/3/25,2020/3/26,2020/3/30,
91e42913de094950,2020/5/14,2020/5/16,2020/5/26,
91e49714c0150711,2019/10/16,2019/10/19,2019/10/30,
91e9f36908770514,2019/10/24,2019/10/29,2019/11/11,
91ea5dac4cc96340,2020/8/14,2020/8/16,2020/8/29,
91ed0ad32699859,2020/4/29,2020/5/4,2020/5/12,
91f0907f8526083,2019/11/7,2019/11/8,2019/11/14,
91f3ae6b11e70579,2020/5/7,2020/5/12,2020/5/16,
91f62bc77da49594,2019/3/15,2019/3/19,2019/3/30,
91f837e5c4998209,2020/3/7,2020/3/10,2020/3/19,
91f9246646f94658,2019/2/15,2019/2/16,2019/3/1,
91ff42bfd3d33147,2020/6/4,2020/6/8,2020/6/20,
9203e3f81c062122,2019/3/5,2019/3/7,2019/3/18,2021/3/18
9203ec67b1d17855,2020/8/31,2020/9/1,2020/9/4,
9203ec67b1d17856,2020/8/31,2020/9/5,2020/9/14,
9209a5044d973143,2020/5/8,2020/5/13,2020/5/16,2022/5/4
920c5ec165c7089,2020/4/14,2020/4/15,2020/4/21,
920d50cbba810134,2020/5/26,2020/5/30,2020/6/2,
920d9af505e14626,2020/7/1,2020/7/5,2020/7/13,
920fbdd04872760,2020/10/18,2020/10/23,2020/11/4,2022/11/8
9211938e5a056905,2019/3/29,2019/4/2,2019/4/7,
92121f1777f87204,2019/11/24,2019/11/25,2019/12/6,
92166e888cb26683,2019/1/8,2019/1/11,2019/1/22,2021/2/6
921c4ec702389048,2020/6/15,2020/6/20,2020/6/27,
92230f51cae92700,2019/2/5,2019/2/8,2019/2/19,2021/5/4
9227932e5b038456,2020/7/14,2020/7/15,2020/7/28,
922882c0e8c83849,2020/10/3,2020/10/8,2020/10/14,2021/10/8
9229508ce5c85792,2020/7/1,2020/7/4,2020/7/7,2022/7/5
92318f5b8cb74172,2020/2/17,2020/2/19,2020/3/2,
92365e64ae449716,2020/12/2,2020/12/5,2020/12/17,
9.24E+14,2020/11/23,2020/11/27,2020/12/1,
923b2c4eb1259324,2020/5/14,2020/5/15,2020/5/21,
923b6af81c478505,2019/11/22,2019/11/26,2019/12/5,2021/12/12
9241a3f20ef58586,2020/6/15,2020/6/20,2020/6/30,
9242d47c02465797,2020/10/28,2020/11/1,2020/11/11,
92466ae6c7a104395,2019/11/11,2019/11/13,2019/11/19,
9247d5915892671,2020/9/16,2020/9/17,2020/9/25,
9248018a7dc88912,2020/11/25,2020/11/29,2020/12/3,2022/10/17
9.25E+14,2020/9/20,2020/9/25,2020/9/28,2022/9/8
924bbdb194d92814,2019/4/30,2019/5/4,2019/5/18,
925168f8b3583418,2019/9/22,2019/9/26,2019/10/5,
9251e9872ea58815,2020/12/7,2020/12/12,2020/12/18,
925304be21412171,2020/6/1,2020/6/5,2020/6/11,2022/6/9
92533a710e568639,2020/2/28,2020/3/3,2020/3/12,
92543a9b34f67979,2019/11/23,2019/11/24,2019/12/7,
925471c74ed93972,2019/5/26,2019/5/29,2019/6/2,
9259a9795e188753,2019/10/12,2019/10/17,2019/10/23,2021/11/11
925f07fecc897470,2019/2/8,2019/2/11,2019/2/19,
925f3981f7283612,2020/9/6,2020/9/10,2020/9/24,
9268c32bc4f39440,2020/11/26,2020/11/29,2020/12/6,
926a96f027a91379,2020/10/16,2020/10/20,2020/10/26,2022/5/9
926e76b8de121558,2020/8/24,2020/8/26,2020/9/3,2023/7/17
927574ca5ec39687,2019/4/5,2019/4/7,2019/4/17,
9276093aa4846392,2019/4/19,2019/4/22,2019/5/2,
9286775862e72233,2019/12/25,2019/12/26,2020/1/4,
9286775862e72234,2019/12/25,2019/12/29,2020/1/8,
929c29203aa81816,2020/10/26,2020/10/29,2020/11/9,
92a723c4ed172758,2020/3/3,2020/3/8,2020/3/12,
92ade1f5cd316090,2019/6/17,2019/6/22,2019/7/2,
92b0ca8a6e315394,2020/8/20,2020/8/22,2020/8/25,2022/7/8
92c34405d9a88328,2020/12/22,2020/12/27,2021/1/6,
92c34405d9a88329,2020/12/22,2020/12/24,2020/12/27,
92c39f9cd2056021,2019/1/12,2019/1/16,2019/1/23,
92c701cac7f89985,2020/2/4,2020/2/9,2020/2/14,
92c921db30452493,2020/11/22,2020/11/23,2020/12/4,
92cccc6757976864,2020/8/16,2020/8/19,2020/8/27,
92ce66d7d901061,2020/5/19,2020/5/24,2020/6/7,
92d317b61cf76402,2020/10/14,2020/10/16,2020/10/23,2022/11/29
92d38ae6ea894628,2019/10/18,2019/10/21,2019/11/1,
92d4938c068105405,2020/11/26,2020/11/28,2020/12/10,
92e09fe525b42366,2019/2/13,2019/2/16,2019/2/25,
92e4b16262a85007,2019/10/18,2019/10/19,2019/11/1,2021/10/23
92e8a3c46bd107381,2019/12/15,2019/12/18,2019/12/30,
92e962ffb7433843,2020/4/19,2020/4/22,2020/4/26,
92ec19582b882698,2020/2/9,2020/2/10,2020/2/22,
92f56ac27d5102951,2020/12/29,2020/12/30,2021/1/2,
92fb3711d8185122,2020/12/8,2020/12/10,2020/12/22,
93038e525d749574,2020/12/19,2020/12/24,2021/1/2,
930584a821813060,2020/9/23,2020/9/28,2020/10/1,2021/8/25
930b26e575e30534,2019/7/7,2019/7/8,2019/7/19,
930df14854a22600,2019/5/7,2019/5/12,2019/5/24,
930ffec66b981698,2020/7/9,2020/7/10,2020/7/23,
931541c85da90397,2020/4/13,2020/4/17,2020/4/27,
9315e49295c59872,2020/4/4,2020/4/5,2020/4/10,
9317ab9a3f873940,2019/11/28,2019/11/30,2019/12/3,
93186b305dc54144,2019/2/7,2019/2/11,2019/2/23,
931a0b2b9d835408,2019/2/14,2019/2/15,2019/2/22,
931c1fe5b0066929,2020/2/28,2020/3/3,2020/3/6,
931ca19059b63458,2019/3/9,2019/3/11,2019/3/16,
9321cdfb3b598272,2019/11/13,2019/11/14,2019/11/21,
9322a921fdb60207,2020/4/13,2020/4/18,2020/4/22,
9323affdbd692257,2020/7/23,2020/7/25,2020/7/29,
9327fadf10560443,2020/4/22,2020/4/26,2020/5/4,
932b3f1540410424,2020/9/17,2020/9/20,2020/9/25,
932ca0a2dfb74436,2020/8/24,2020/8/26,2020/9/1,
932e4c0f056674,2019/1/10,2019/1/14,2019/1/27,
933ac71d43b92371,2019/2/6,2019/2/8,2019/2/17,
933c683742647645,2020/8/20,2020/8/21,2020/8/30,
933ccd5a90c101723,2020/7/10,2020/7/14,2020/7/18,
933e081951654165,2020/11/18,2020/11/23,2020/12/3,
93407a5f94b2309,2020/8/19,2020/8/21,2020/8/27,
93407a5f94b2310,2020/8/19,2020/8/23,2020/8/27,
934082db68759901,2019/11/13,2019/11/14,2019/11/28,
934490debf737830,2020/2/18,2020/2/20,2020/3/5,
9346724a8f252117,2019/3/11,2019/3/12,2019/3/26,
934c60a9a3377599,2020/5/31,2020/6/1,2020/6/10,
9.35E+15,2019/12/13,2019/12/17,2019/12/26,
9356b23adb665794,2020/8/23,2020/8/28,2020/9/11,2025/1/9
9357fdd846567201,2019/9/18,2019/9/21,2019/9/30,
935a82625c233261,2020/12/24,2020/12/25,2021/1/8,2024/7/29
935ade2404b19381,2019/8/31,2019/9/4,2019/9/11,
935da88b2d644761,2020/4/24,2020/4/29,2020/5/8,
935f3be748224114,2019/9/24,2019/9/29,2019/10/4,
9361a7b0f4657510,2020/4/9,2020/4/12,2020/4/22,
9362845256b99037,2019/9/25,2019/9/28,2019/10/6,
9368487e5e017157,2020/5/11,2020/5/12,2020/5/23,
936c539717641296,2020/9/6,2020/9/11,2020/9/18,2021/8/18
936d6aded5625740,2020/10/23,2020/10/28,2020/11/10,2024/11/13
936da1fbfc574352,2020/6/16,2020/6/21,2020/6/26,
936dfb05f6543233,2019/6/1,2019/6/3,2019/6/10,
936e8761e4d53634,2019/3/19,2019/3/23,2019/4/1,
93770cdb2f060699,2020/2/19,2020/2/22,2020/3/1,
9378ff35edb53966,2020/7/20,2020/7/21,2020/8/2,
937edf23b1364842,2020/4/11,2020/4/15,2020/4/25,
937ef39a18c56616,2020/9/9,2020/9/14,2020/9/24,
937ef39a18c56617,2020/9/9,2020/9/11,2020/9/19,
93872b03a4826337,2019/8/15,2019/8/20,2019/9/3,
938e2f9b73680903,2020/3/16,2020/3/20,2020/3/31,
93902eb7dc028082,2020/10/25,2020/10/30,2020/11/10,
93906c38bff43883,2020/3/19,2020/3/24,2020/4/2,
9394a9588a853371,2020/10/10,2020/10/15,2020/10/20,
939c29560f1107114,2019/10/27,2019/10/28,2019/11/3,
939f1dfbab172303,2020/8/26,2020/8/30,2020/9/12,2022/9/9
93a66ee6f0a10581,2020/4/16,2020/4/21,2020/5/4,
93a7871f05775240,2019/12/12,2019/12/13,2019/12/19,
93ab551aed496396,2020/9/25,2020/9/27,2020/10/5,
93ad34399f58712,2020/5/17,2020/5/18,2020/5/28,
93ad8ef5f1e94339,2019/11/19,2019/11/20,2019/12/3,2021/12/12
93adb396d8d68745,2020/7/16,2020/7/21,2020/7/27,2022/7/30
93adb396d8d68746,2020/7/16,2020/7/20,2020/8/2,2022/7/30
93af5b9f42c57897,2020/3/30,2020/4/2,2020/4/11,
93b287de3bf53339,2020/7/31,2020/8/3,2020/8/6,
93b3ba7131a101067,2020/11/29,2020/12/2,2020/12/6,
93b47755d9a91477,2020/4/3,2020/4/5,2020/4/19,
93b4b5432c27503,2020/11/27,2020/11/30,2020/12/11,
93b7eca532b9851,2020/10/7,2020/10/9,2020/10/23,2022/10/11
93b8361d0de105056,2019/12/3,2019/12/8,2019/12/17,
93c4483b38368107,2020/12/21,2020/12/23,2021/1/2,
93c57f9fa6f49521,2019/4/17,2019/4/20,2019/5/4,
93c7a56da2687920,2020/1/26,2020/1/30,2020/2/13,
93c8a2a9a764013,2020/3/24,2020/3/26,2020/4/8,
93c8abaa6b425599,2019/8/24,2019/8/25,2019/9/3,
93cca8dadef105550,2020/10/12,2020/10/17,2020/10/28,
93cf3224e8263154,2020/6/10,2020/6/11,2020/6/18,
93d00a91c1e79099,2020/8/3,2020/8/6,2020/8/17,2021/4/14
93d3587e8e781382,2020/3/11,2020/3/15,2020/3/18,
93d3e4beaac84405,2020/11/24,2020/11/28,2020/12/11,
93d3e4beaac84406,2020/11/24,2020/11/27,2020/12/10,
93d6a3e29fd14852,2020/2/28,2020/3/1,2020/3/9,
93d6a83eb176687,2019/2/16,2019/2/17,2019/2/26,
93e250021e2101774,2019/5/18,2019/5/19,2019/6/2,
93e397973d498709,2019/5/4,2019/5/6,2019/5/18,
93e4c1dfca488182,2020/7/17,2020/7/22,2020/7/25,
93f05379bda20117,2020/9/10,2020/9/13,2020/9/27,
93f5cd44b55100964,2020/2/2,2020/2/7,2020/2/12,
93fb183b4fb22138,2020/3/22,2020/3/23,2020/3/26,2022/4/24
93fb23ae40784644,2019/8/8,2019/8/9,2019/8/18,
93fb23ae40784645,2019/8/8,2019/8/11,2019/8/19,
93fb470f79a79498,2020/9/5,2020/9/6,2020/9/18,2022/8/19
93fd0d6dd1068526,2020/11/10,2020/11/13,2020/11/24,
93fe4b170db152,2020/10/5,2020/10/7,2020/10/14,2023/12/25
94080261d0f4284,2019/3/1,2019/3/4,2019/3/16,
9408dd5d4be84930,2020/1/26,2020/1/29,2020/2/10,
940b81dc93070842,2020/6/25,2020/6/28,2020/7/1,
94114c93dd918240,2020/9/19,2020/9/23,2020/9/28,
941472d2b33108065,2020/8/16,2020/8/21,2020/8/24,
94160df380a44156,2020/10/26,2020/10/27,2020/11/2,
941973ca10646580,2019/1/9,2019/1/10,2019/1/18,
9423e09a1ca102540,2020/7/11,2020/7/15,2020/7/24,
94241fabddb54191,2019/5/12,2019/5/17,2019/5/26,
942a6a5547b10416,2020/7/5,2020/7/8,2020/7/15,
942bf144c372563,2020/10/28,2020/11/1,2020/11/15,
942dd152c7026844,2019/4/23,2019/4/26,2019/5/5,
9430f23cdc751377,2019/2/16,2019/2/19,2019/2/27,
94329091f4a77925,2019/8/1,2019/8/2,2019/8/6,
943fdad1ea1102197,2020/11/6,2020/11/9,2020/11/23,2021/10/20
9441368eb1973748,2020/12/21,2020/12/23,2020/12/28,
9441368eb1973750,2020/12/21,2020/12/25,2021/1/2,
944bd00a46929478,2020/9/10,2020/9/12,2020/9/18,
944e0a7e08762658,2020/3/30,2020/4/2,2020/4/13,
94509c1d8b011405,2020/5/10,2020/5/15,2020/5/27,
945167b83b980428,2020/2/7,2020/2/8,2020/2/17,
94551608b5372479,2020/4/29,2020/4/30,2020/5/10,
9458ee259f646700,2020/10/28,2020/10/31,2020/11/10,2021/5/28
9458fdf30e630566,2019/7/19,2019/7/23,2019/7/29,
945a793161d17361,2019/11/21,2019/11/25,2019/12/1,
946caa652c686499,2019/9/17,2019/9/18,2019/9/21,
946cafd214951891,2020/8/3,2020/8/5,2020/8/8,
947296b1a3e87623,2020/7/13,2020/7/18,2020/7/22,
9476f67729291792,2019/8/19,2019/8/22,2019/9/3,
947893e0b2550716,2020/1/20,2020/1/21,2020/1/27,
94815b2f55c48980,2019/9/17,2019/9/20,2019/10/4,
9499afae3ce98007,2020/1/20,2020/1/24,2020/1/30,2022/4/23
949b091fc948953,2019/4/29,2019/4/30,2019/5/8,
949c454c57385474,2020/7/19,2020/7/21,2020/7/29,
949fed642a656987,2019/1/19,2019/1/24,2019/1/28,
949fed642a656988,2019/1/19,2019/1/24,2019/2/1,
94a057f156d33672,2020/6/22,2020/6/25,2020/6/30,
94a0dca4f2d38080,2020/11/18,2020/11/22,2020/12/4,
94a0dca4f2d38081,2020/11/18,2020/11/23,2020/12/7,
94a74c9c29b90992,2019/11/28,2019/12/2,2019/12/9,
94ace67936681681,2020/9/2,2020/9/5,2020/9/15,
94b0b803e57100783,2020/6/20,2020/6/22,2020/7/2,
94b36645dbf37505,2020/4/18,2020/4/21,2020/4/28,
94c5943b319100367,2020/3/23,2020/3/24,2020/4/1,2022/4/27
94c5ea79e8267673,2020/8/16,2020/8/17,2020/8/31,2022/7/14
94c65bfb25c88116,2020/4/11,2020/4/15,2020/4/23,
94cf43fe64e105378,2020/5/22,2020/5/27,2020/6/3,
94cfe170c9813785,2020/11/20,2020/11/22,2020/11/27,2024/2/20
94d068ef17a85453,2020/9/30,2020/10/4,2020/10/15,2025/9/10
94d1989cd8425869,2020/3/28,2020/3/29,2020/4/10,
94d4fdf6f5e65369,2020/11/1,2020/11/3,2020/11/7,
94d52fde47621758,2020/7/2,2020/7/5,2020/7/18,
94d52fde47621759,2020/7/2,2020/7/5,2020/7/12,
94e4b9d2a7199860,2020/12/11,2020/12/14,2020/12/17,2022/12/2
94e933f3a1875273,2020/4/8,2020/4/12,2020/4/19,
94e9da10fbe34837,2020/10/10,2020/10/12,2020/10/16,2024/5/12
94edbf68dcd23872,2020/3/12,2020/3/13,2020/3/16,
94f387516dd90478,2019/4/11,2019/4/15,2019/4/21,2021/4/16
94f473a2b3d23440,2020/12/11,2020/12/13,2020/12/23,2021/10/7
94f5129ccff95564,2020/9/19,2020/9/23,2020/10/6,
94f553c31e755969,2020/2/1,2020/2/5,2020/2/13,
94f7961f19361982,2019/11/4,2019/11/5,2019/11/10,
94f82f877a689635,2020/11/28,2020/11/30,2020/12/6,
94fdd460ab664553,2019/4/1,2019/4/2,2019/4/11,
94ff525948345692,2020/12/7,2020/12/8,2020/12/19,
9501b0e592d13187,2019/6/16,2019/6/17,2019/6/25,
950753714c369673,2020/12/12,2020/12/16,2020/12/24,
950a25907719235,2019/3/7,2019/3/8,2019/3/15,
950d808df6114633,2020/12/21,2020/12/24,2021/1/7,2022/7/10
950d808df6114634,2020/12/21,2020/12/22,2020/12/30,
950db051c1a8835,2020/5/30,2020/6/2,2020/6/12,
9513cfd7dbd39215,2020/7/9,2020/7/14,2020/7/21,
9513cfd7dbd39216,2020/7/9,2020/7/11,2020/7/22,
951b701333a15657,2019/4/21,2019/4/25,2019/5/8,
951ebc73eb148728,2020/11/28,2020/12/2,2020/12/16,
952b1f7a24e56595,2020/6/15,2020/6/19,2020/6/25,
952b260e7b142484,2020/4/20,2020/4/24,2020/4/28,
95324a1296376297,2019/9/11,2019/9/16,2019/9/22,
9533a84745c94461,2019/8/8,2019/8/11,2019/8/21,
9535ff974fa74554,2020/9/17,2020/9/20,2020/10/4,
953833fc99f77323,2019/10/23,2019/10/26,2019/11/1,
9538ccdba4661639,2020/4/24,2020/4/28,2020/5/7,
953a2d4a0f637886,2020/3/17,2020/3/19,2020/3/29,
953fec616b924641,2020/6/23,2020/6/26,2020/7/5,
9.55E+15,2019/1/21,2019/1/22,2019/1/25,
954bb28acef82579,2019/6/3,2019/6/8,2019/6/21,
954c664cd6454852,2020/11/12,2020/11/15,2020/11/28,
95570df7d2b351,2019/12/14,2019/12/17,2019/12/31,
955a2330ad720166,2019/5/27,2019/5/29,2019/6/7,
9.56E+15,2019/8/22,2019/8/27,2019/9/9,
9563a472f3e60344,2020/9/23,2020/9/24,2020/9/28,
95643ad8d4155436,2020/6/10,2020/6/13,2020/6/22,
9564e296c2e72615,2019/3/22,2019/3/25,2019/3/31,
95657d832a14356,2020/9/30,2020/10/3,2020/10/10,2023/8/3
956a36fd3b239947,2020/4/27,2020/5/2,2020/5/14,
956d4f5889f32375,2020/3/16,2020/3/21,2020/3/30,
9.57E+14,2020/10/9,2020/10/11,2020/10/22,
957708ba50b90070,2020/9/15,2020/9/19,2020/10/3,2021/8/11
957b06d93be79883,2019/12/28,2019/12/29,2020/1/6,
957b06d93be79884,2019/12/28,2019/12/30,2020/1/12,
957fb03e7df24850,2020/11/3,2020/11/4,2020/11/9,
958121b0f0213975,2020/4/25,2020/4/26,2020/4/29,
9582b81fbb34754,2020/7/27,2020/7/28,2020/8/10,
9583d65313a94943,2020/12/26,2020/12/30,2021/1/6,
9589a4f91dc60719,2020/4/21,2020/4/26,2020/5/5,
959a24fb05e57475,2019/11/23,2019/11/26,2019/11/30,
959aa7e57ef89564,2020/1/23,2020/1/26,2020/2/5,2022/1/20
95a0689c14436272,2020/9/1,2020/9/3,2020/9/9,
95a21daa95c10860,2019/8/13,2019/8/17,2019/8/26,
95a75871d5b85558,2020/5/9,2020/5/14,2020/5/27,
95a75ff513859586,2020/7/26,2020/7/28,2020/8/7,
95ad876c75b40178,2020/9/12,2020/9/16,2020/9/22,2022/10/28
95afc68e24d26001,2019/8/16,2019/8/18,2019/8/23,
95b1304496629888,2020/2/6,2020/2/11,2020/2/18,
95b2187c4da72543,2020/5/16,2020/5/17,2020/5/20,
95b2ac7cf9525775,2020/6/14,2020/6/16,2020/6/30,
95b3209598534409,2019/9/13,2019/9/16,2019/9/29,
95b513e0b0634357,2020/3/24,2020/3/28,2020/4/1,
95bc95a6c8259231,2020/3/8,2020/3/12,2020/3/23,
